"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000023lG000539"	"ptg000023lG000539.mRNA1"	"FABP2"	"Fatty acid binding protein 2, intestinal"	"Lipocalin"	"215358.XP_010735508.1"	1.43e-92
"ptg000023lG000540"	"ptg000023lG000540.mRNA1"	"DMRTA1"	"Doublesex- and mab-3-related transcription factor"	"DM,DMA"	"215358.XP_010735509.1"	1.14e-295
"ptg000023lG000541"	"ptg000023lG000541.mRNA1"	"-"	"Glucosidase 2 subunit beta-like"	"PRKCSH-like,PRKCSH_1"	"215358.XP_010735510.1"	9.83e-147
"ptg000023lG000542"	"ptg000023lG000542.mRNA1"	"ELAVL2"	"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"	"RRM_1"	"8083.ENSXMAP00000004778"	4.15e-287
"ptg000023lG000543"	"ptg000023lG000543.mRNA1"	"CAAP1"	"Caspase activity and apoptosis inhibitor 1"	"CAAP1"	"32507.XP_006806324.1"	5.07e-31
"ptg000023lG000545"	"ptg000023lG000545.mRNA1"	"-"	"ATP-binding cassette sub-family A member 1-like"	"ABC2_membrane_3,ABC_tran"	"106582.XP_004554555.1"	0
"ptg000023lG000546"	"ptg000023lG000546.mRNA1"	"LPHN3"	"Belongs to the G-protein coupled receptor 2 family"	"7tm_2,GAIN,GPS,Gal_Lectin,HRM,Latrophilin,OLF"	"244447.XP_008325069.1"	0
"ptg000023lG000547"	"ptg000023lG000547.mRNA1"	"MPDZ"	"Multiple PDZ domain protein"	"L27_2,MPDZ_u10,PDZ"	"32507.XP_006804219.1"	7.28e-136
"ptg000023lG000548"	"ptg000023lG000548.mRNA1"	"MPDZ"	"Multiple PDZ domain protein"	"L27_2,MPDZ_u10,PDZ"	"215358.XP_010747828.1"	0
"ptg000023lG000549"	"ptg000023lG000549.mRNA1"	"MPDZ"	"Multiple PDZ domain crumbs cell polarity complex component"	"L27_2,MPDZ_u10,PDZ"	"72004.XP_005910527.1"	5.89e-107
"ptg000023lG000550"	"ptg000023lG000550.mRNA1"	"LURAP1L"	"Leucine rich adaptor protein 1-like"	"LURAP"	"215358.XP_010747669.1"	3.42e-130
"ptg000023lG000551"	"ptg000023lG000551.mRNA1"	"TYRP1"	"Tyrosinase-related protein"	"Tyrosinase"	"215358.XP_010747680.1"	0
"ptg000023lG000554"	"ptg000023lG000554.mRNA1"	"PTPRD"	"Protein tyrosine phosphatase, receptor type D"	"I-set,Ig_3,Y_phosphatase,fn3"	"144197.XP_008297256.1"	6.08e-157
"ptg000023lG000556"	"ptg000023lG000556.mRNA1"	"USP53"	"Ubiquitin specific peptidase 53"	"UCH"	"215358.XP_010747760.1"	0
"ptg000023lG000557"	"ptg000023lG000557.mRNA1"	"MYOZ2"	"Myozenin"	"Calsarcin"	"215358.XP_010747780.1"	5.98e-144
"ptg000023lG000559"	"ptg000023lG000559.mRNA1"	"SYNPO"	"Synaptopodin"	"-"	"69293.ENSGACP00000024304"	1.07e-07
"ptg000023lG000560"	"ptg000023lG000560.mRNA1"	"SYNPO2"	"Synaptopodin 2"	"PDZ"	"215358.XP_010732113.1"	2.47e-295
"ptg000023lG000561"	"ptg000023lG000561.mRNA1"	"SEC24D"	"SEC24 homolog D, COPII coat complex component"	"Gelsolin,Sec23_BS,Sec23_helical,Sec23_trunk,zf-Sec23_Sec24"	"215358.XP_010732101.1"	0
"ptg000023lG000562"	"ptg000023lG000562.mRNA1"	"KCNIP1"	"Kv channel-interacting protein 1 isoform"	"EF-hand_5,EF-hand_7,EF-hand_8"	"59538.XP_005983206.1"	4.99e-26
"ptg000023lG000563"	"ptg000023lG000563.mRNA1"	"KCNIP4"	"Kv channel interacting protein 4"	"EF-hand_1,EF-hand_5,EF-hand_7,EF-hand_8"	"48698.ENSPFOP00000001834"	7.9e-20
"ptg000023lG000564"	"ptg000023lG000564.mRNA1"	"GPR125"	"G protein-coupled receptor"	"7tm_2,GPS,I-set,LRR_8"	"215358.XP_010732104.1"	0
"ptg000023lG000565"	"ptg000023lG000565.mRNA1"	"GBA3"	"Belongs to the glycosyl hydrolase 1 family"	"Glyco_hydro_1"	"215358.XP_010732105.1"	0
"ptg000023lG000566"	"ptg000023lG000566.mRNA1"	"PPARGC1A"	"Peroxisome proliferator-activated receptor gamma, coactivator"	"RRM_1"	"215358.XP_010732114.1"	0
"ptg000023lG000567"	"ptg000023lG000567.mRNA1"	"PPARGC1A"	"Peroxisome proliferator-activated receptor gamma, coactivator"	"RRM_1"	"8090.ENSORLP00000006027"	3.04e-91
"ptg000023lG000569"	"ptg000023lG000569.mRNA1"	"DHX15"	"DEAH (Asp-Glu-Ala-His) box polypeptide 15"	"DEAD,HA2,Helicase_C,OB_NTP_bind"	"215358.XP_010732106.1"	0
"ptg000023lG000570"	"ptg000023lG000570.mRNA1"	"CCDC149"	"coiled-coil"	"DUF2353"	"215358.XP_010732109.1"	0
"ptg000023lG000571"	"ptg000023lG000571.mRNA1"	"-"	"Serine threonine-protein kinase"	"Ank_2,Pkinase,Ribonuc_2-5A"	"215358.XP_010732110.1"	0
"ptg000023lG000572"	"ptg000023lG000572.mRNA1"	"-"	"Serine threonine-protein kinase"	"Ank_2,Pkinase,Ribonuc_2-5A"	"106582.XP_004554463.1"	7.38e-290
"ptg000023lG000573"	"ptg000023lG000573.mRNA1"	"-"	"Serine threonine-protein kinase"	"Ank_2,Pkinase,Ribonuc_2-5A"	"106582.XP_004554463.1"	0
"ptg000023lG000574"	"ptg000023lG000574.mRNA1"	"LGI2"	"Leucine-rich repeat LGI family member"	"EPTP,LRR_8"	"215358.XP_010749989.1"	0
"ptg000023lG000575"	"ptg000023lG000575.mRNA1"	"SEPSECS"	"Sep (O-phosphoserine) tRNA Sec (selenocysteine) tRNA synthase"	"SepSecS"	"215358.XP_010749990.1"	0
"ptg000023lG000576"	"ptg000023lG000576.mRNA1"	"SLC24A2"	"Sodium potassium calcium exchanger"	"Na_Ca_ex"	"8128.ENSONIP00000011001"	0
"ptg000023lG000578"	"ptg000023lG000578.mRNA1"	"RPL34"	"ribosomal protein L34"	"Ribosomal_L34e"	"106582.XP_004554452.1"	3.29e-75
"ptg000023lG000579"	"ptg000023lG000579.mRNA1"	"OSTC"	"Oligosaccharyltransferase complex subunit"	"OST3_OST6"	"48698.ENSPFOP00000000389"	5.41e-106
"ptg000023lG000580"	"ptg000023lG000580.mRNA1"	"ETNPPL"	"Ethanolamine-phosphate phospho-lyase"	"Aminotran_3"	"215358.XP_010752068.1"	0
"ptg000023lG000582"	"ptg000023lG000582.mRNA1"	"col25a1"	"axonogenesis involved in innervation"	"Collagen"	"215358.XP_010752326.1"	2.31e-67
"ptg000023lG000583"	"ptg000023lG000583.mRNA1"	"FAM154A"	"-"	"-"	"215358.XP_010752087.1"	1.16e-286
"ptg000023lG000584"	"ptg000023lG000584.mRNA1"	"LARP7"	"La ribonucleoprotein domain family member 7"	"La,RRM_1,RRM_3"	"215358.XP_010752101.1"	0
"ptg000023lG000585"	"ptg000023lG000585.mRNA1"	"ADAMTSL1"	"ADAMTS-like"	"ADAM_spacer1,I-set,Ig_3,PLAC,TSP_1"	"215358.XP_010752346.1"	0
"ptg000023lG000586"	"ptg000023lG000586.mRNA1"	"PLIN2"	"Belongs to the perilipin family"	"Perilipin"	"215358.XP_010752123.1"	1.47e-260
"ptg000023lG000587"	"ptg000023lG000587.mRNA1"	"-"	"Cell division cycle associated 9"	"Nbl1_Borealin_N"	"215358.XP_010752135.1"	1.35e-162
"ptg000023lG000588"	"ptg000023lG000588.mRNA1"	"DENND4C"	"DENN MADD domain containing 4C"	"DENN,DUF2464,dDENN,uDENN"	"215358.XP_010752151.1"	0
"ptg000023lG000589"	"ptg000023lG000589.mRNA1"	"HAUS6"	"HAUS augmin-like complex subunit"	"HAUS6_N"	"215358.XP_010752173.1"	0
"ptg000023lG000590"	"ptg000023lG000590.mRNA1"	"PLAA"	"Phospholipase A2-activating protein"	"PFU,PUL,WD40"	"215358.XP_010752184.1"	0
"ptg000023lG000591"	"ptg000023lG000591.mRNA1"	"ZDHHC21"	"Zinc finger DHHC-type containing 21"	"DHHC"	"215358.XP_010752205.1"	6.82e-176
"ptg000023lG000592"	"ptg000023lG000592.mRNA1"	"NFIB"	"Recognizes and binds the palindromic sequence 5'- TTGGCNNNNNGCCAA-3' present in viral and cellular promoters and in the origin of replication of adenovirus type 2. These proteins are individually capable of activating transcription and replication"	"CTF_NFI,MH1,NfI_DNAbd_pre-N"	"215358.XP_010752359.1"	1.07e-82
"ptg000023lG000594"	"ptg000023lG000594.mRNA1"	"NFIB"	"Recognizes and binds the palindromic sequence 5'- TTGGCNNNNNGCCAA-3' present in viral and cellular promoters and in the origin of replication of adenovirus type 2. These proteins are individually capable of activating transcription and replication"	"CTF_NFI,MH1,NfI_DNAbd_pre-N"	"215358.XP_010752359.1"	2.63e-238
"ptg000023lG000596"	"ptg000023lG000596.mRNA1"	"BANK1"	"B-cell scaffold protein with ankyrin repeats"	"DBB"	"8153.XP_005927777.1"	8.57e-305
"ptg000023lG000597"	"ptg000023lG000597.mRNA1"	"PPP3CA"	"catalytic subunit, alpha"	"Metallophos"	"144197.XP_008296230.1"	0
"ptg000023lG000598"	"ptg000023lG000598.mRNA1"	"-"	"-"	"-"	"215358.XP_010752248.1"	4.15e-151
"ptg000023lG000599"	"ptg000023lG000599.mRNA1"	"DDIT4L"	"transcript 4-like"	"RTP801_C"	"215358.XP_010752258.1"	5.81e-142
"ptg000023lG000600"	"ptg000023lG000600.mRNA1"	"SPAG17"	"antigen 17"	"PapD-like"	"215358.XP_010752373.1"	0
"ptg000023lG000601"	"ptg000023lG000601.mRNA1"	"-"	"Transmembrane protein 151A"	"TMEM151"	"215358.XP_010752383.1"	2.03e-87
"ptg000023lG000602"	"ptg000023lG000602.mRNA1"	"PC"	"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second"	"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA"	"215358.XP_010752271.1"	1.29e-242
"ptg000023lG000603"	"ptg000023lG000603.mRNA1"	"LRFN4"	"Leucine rich repeat and fibronectin type III domain containing 4b"	"I-set,LRR_8,fn3"	"144197.XP_008288112.1"	7.9e-198
"ptg000023lG000604"	"ptg000023lG000604.mRNA1"	"LRFN4"	"Leucine rich repeat and fibronectin type III domain containing 4a"	"I-set,LRR_8,fn3"	"215358.XP_010752303.1"	0
"ptg000023lG000605"	"ptg000023lG000605.mRNA1"	"PC"	"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second"	"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA"	"144197.XP_008288115.1"	1.95e-99
"ptg000023lG000606"	"ptg000023lG000606.mRNA1"	"-"	"DNA binding"	"ELM2,Myb_DNA-binding"	"303518.XP_005748079.1"	0
"ptg000023lG000607"	"ptg000023lG000607.mRNA1"	"SLC3A2"	"Solute carrier family 3"	"Alpha-amylase,SLC3A2_N"	"215358.XP_010752290.1"	0
"ptg000023lG000608"	"ptg000023lG000608.mRNA1"	"SNX15"	"Sorting nexin 15"	"MIT,PX"	"215358.XP_010741580.1"	1.26e-184
"ptg000023lG000609"	"ptg000023lG000609.mRNA1"	"TMEM179B"	"Transmembrane protein 179B"	"-"	"215358.XP_010741578.1"	1.61e-58
"ptg000023lG000610"	"ptg000023lG000610.mRNA1"	"-"	"-"	"-"	"8081.XP_008434125.1"	1.36e-44
"ptg000023lG000611"	"ptg000023lG000611.mRNA1"	"BRMS1"	"Breast cancer metastasis-suppressor 1"	"Sds3"	"144197.XP_008303903.1"	4.25e-136
"ptg000023lG000612"	"ptg000023lG000612.mRNA1"	"PPP1R14B"	"Protein phosphatase 1 regulatory"	"PP1_inhibitor"	"215358.XP_010741577.1"	4.31e-83
"ptg000023lG000613"	"ptg000023lG000613.mRNA1"	"PLCB3"	"Phospholipase C beta 3"	"C2,DUF1154,EF-hand_like,PI-PLC-X,PI-PLC-Y,PLC-beta_C"	"215358.XP_010741576.1"	0
"ptg000023lG000614"	"ptg000023lG000614.mRNA1"	"slc8a3"	"sodium calcium exchanger"	"Calx-beta,Na_Ca_ex,Na_Ca_ex_C"	"215358.XP_010741575.1"	1.7e-126
"ptg000023lG000615"	"ptg000023lG000615.mRNA1"	"slc8a1"	"Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family"	"Calx-beta,Na_Ca_ex,Na_Ca_ex_C"	"48698.ENSPFOP00000008159"	5.87e-71
"ptg000023lG000616"	"ptg000023lG000616.mRNA1"	"BAD"	"of cell death"	"Bcl-2_BAD"	"215358.XP_010741573.1"	3.4e-110
"ptg000023lG000617"	"ptg000023lG000617.mRNA1"	"-"	"Prostaglandin F synthase-like"	"Aldo_ket_red"	"144197.XP_008285075.1"	1.56e-177
"ptg000023lG000618"	"ptg000023lG000618.mRNA1"	"C11orf85"	"Membrane-anchored junction protein"	"MAJIN"	"303518.XP_005748070.1"	4.65e-51
"ptg000023lG000619"	"ptg000023lG000619.mRNA1"	"gphb5"	"glycoprotein hormone"	"Cys_knot"	"215358.XP_010728885.1"	8.64e-97
"ptg000023lG000620"	"ptg000023lG000620.mRNA1"	"PPP2R5B"	"Protein phosphatase 2, regulatory subunit B', beta"	"B56"	"144197.XP_008285080.1"	9.11e-177
"ptg000023lG000621"	"ptg000023lG000621.mRNA1"	"PPP2R5B"	"Protein phosphatase 2, regulatory subunit B', beta"	"B56"	"106582.XP_004554393.1"	4.5e-158
"ptg000023lG000622"	"ptg000023lG000622.mRNA1"	"BATF2"	"Basic leucine zipper transcription factor, ATF-like 2"	"bZIP_1,bZIP_2"	"215358.XP_010727995.1"	3.07e-263
"ptg000023lG000623"	"ptg000023lG000623.mRNA1"	"ARL2"	"ADP-ribosylation factor-like"	"Arf"	"215358.XP_010728008.1"	1.27e-124
"ptg000023lG000624"	"ptg000023lG000624.mRNA1"	"-"	"-"	"-"	"32507.XP_006802515.1"	6.55e-62
"ptg000023lG000625"	"ptg000023lG000625.mRNA1"	"B3GAT3"	"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase"	"Glyco_transf_43"	"215358.XP_010728046.1"	1.68e-223
"ptg000023lG000626"	"ptg000023lG000626.mRNA1"	"NAA40"	"N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)"	"Acetyltransf_1"	"215358.XP_010728058.1"	1.63e-173
"ptg000023lG000627"	"ptg000023lG000627.mRNA1"	"RCOR2"	"REST corepressor 2"	"ELM2,Myb_DNA-binding"	"215358.XP_010728069.1"	3.46e-302
"ptg000023lG000628"	"ptg000023lG000628.mRNA1"	"MARK2"	"MAP microtubule affinity-regulating kinase 2b"	"KA1,Pkinase,UBA"	"215358.XP_010728083.1"	0
"ptg000023lG000629"	"ptg000023lG000629.mRNA1"	"-"	"Kelch repeat-containing protein"	"Kelch_1,Kelch_3,Kelch_4"	"215358.XP_010728094.1"	0
"ptg000023lG000630"	"ptg000023lG000630.mRNA1"	"CCT7"	"Chaperonin containing TCP1 subunit 7"	"Cpn60_TCP1"	"8128.ENSONIP00000017057"	0
"ptg000023lG000631"	"ptg000023lG000631.mRNA1"	"HSPA12B"	"Heat shock protein 12B"	"-"	"215358.XP_010728115.1"	0
"ptg000023lG000632"	"ptg000023lG000632.mRNA1"	"PAIP2B"	"poly(A) binding protein interacting protein 2B"	"PAM2"	"215358.XP_010728126.1"	4.19e-92
"ptg000023lG000634"	"ptg000023lG000634.mRNA1"	"NAGK"	"N-acetylglucosamine kinase"	"BcrAD_BadFG"	"215358.XP_010728147.1"	3.18e-246
"ptg000023lG000635"	"ptg000023lG000635.mRNA1"	"DOK1"	"Docking protein 1b"	"IRS,PH"	"215358.XP_010728171.1"	0
"ptg000023lG000636"	"ptg000023lG000636.mRNA1"	"M1AP"	"Meiosis 1"	"-"	"144197.XP_008285105.1"	1.12e-148
"ptg000023lG000637"	"ptg000023lG000637.mRNA1"	"M1AP"	"Meiosis 1"	"-"	"215358.XP_010728906.1"	2.75e-124
"ptg000023lG000638"	"ptg000023lG000638.mRNA1"	"SEMA4F"	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	"PSI,Sema"	"215358.XP_010728195.1"	0
"ptg000023lG000639"	"ptg000023lG000639.mRNA1"	"CHST12"	"Carbohydrate sulfotransferase"	"Sulfotransfer_2"	"8090.ENSORLP00000007485"	4.69e-129
"ptg000023lG000640"	"ptg000023lG000640.mRNA1"	"CHST12"	"Carbohydrate sulfotransferase"	"Sulfotransfer_2"	"8090.ENSORLP00000007485"	5.72e-52
"ptg000023lG000643"	"ptg000023lG000643.mRNA1"	"CHST12"	"Carbohydrate sulfotransferase"	"Sulfotransfer_2"	"8090.ENSORLP00000007485"	7.81e-129
"ptg000023lG000645"	"ptg000023lG000645.mRNA1"	"SYT4"	"Synaptotagmin IV"	"C2"	"215358.XP_010737081.1"	0
"ptg000023lG000646"	"ptg000023lG000646.mRNA1"	"-"	"urea transporter"	"UT"	"215358.XP_010737080.1"	1.27e-272
"ptg000023lG000647"	"ptg000023lG000647.mRNA1"	"-"	"beta-N-acetylglucosaminidase"	"NAGidase"	"215358.XP_010737088.1"	0
"ptg000023lG000648"	"ptg000023lG000648.mRNA1"	"-"	"carbohydrate binding"	"EGF_2,Lectin_C,Tox-GHH,fn3"	"215358.XP_010737087.1"	4.71e-280
"ptg000023lG000649"	"ptg000023lG000649.mRNA1"	"RPGRIP1"	"Retinitis pigmentosa GTPase regulator interacting protein 1"	"C2-C2_1"	"144197.XP_008290289.1"	0
"ptg000023lG000650"	"ptg000023lG000650.mRNA1"	"PCED1A"	"GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"	"PC-Esterase"	"215358.XP_010737078.1"	4.39e-305
"ptg000023lG000651"	"ptg000023lG000651.mRNA1"	"DCTN1"	"dynactin"	"CAP_GLY,Dynactin"	"215358.XP_010737073.1"	0
"ptg000023lG000652"	"ptg000023lG000652.mRNA1"	"TDRD7"	"Tudor domain containing 7"	"OST-HTH,TUDOR"	"215358.XP_010737072.1"	0
"ptg000023lG000653"	"ptg000023lG000653.mRNA1"	"CABP4"	"Calcium binding protein 4"	"EF-hand_1"	"215358.XP_010737071.1"	3.18e-106
"ptg000023lG000654"	"ptg000023lG000654.mRNA1"	"TMEM88"	"Transmembrane protein 88"	"-"	"215358.XP_010737069.1"	2.69e-115
"ptg000023lG000655"	"ptg000023lG000655.mRNA1"	"KDM6B"	"demethylase 6B"	"JmjC"	"215358.XP_010737083.1"	0
"ptg000023lG000656"	"ptg000023lG000656.mRNA1"	"DNAH2"	"heavy chain 2"	"AAA_5,AAA_6,AAA_7,AAA_8,AAA_9,DHC_N1,DHC_N2,Dynein_heavy,MT"	"215358.XP_010737082.1"	0
"ptg000023lG000660"	"ptg000023lG000660.mRNA1"	"DNAH2"	"ATP-dependent microtubule motor activity, minus-end-directed"	"AAA_5,AAA_6,AAA_7,AAA_8,AAA_9,DHC_N1,DHC_N2,Dynein_heavy,MT"	"9258.ENSOANP00000032887"	1.11e-09
"ptg000023lG000661"	"ptg000023lG000661.mRNA1"	"-"	"Serpin H1-like"	"Serpin"	"215358.XP_010737066.1"	9.04e-279
"ptg000023lG000663"	"ptg000023lG000663.mRNA1"	"EFNB3"	"Belongs to the ephrin family"	"Ephrin"	"215358.XP_010737065.1"	1.16e-87
"ptg000023lG000664"	"ptg000023lG000664.mRNA1"	"EFNB3"	"Belongs to the ephrin family"	"Ephrin"	"215358.XP_010737065.1"	3.34e-47
"ptg000023lG000665"	"ptg000023lG000665.mRNA1"	"WRAP53"	"WD repeat containing, antisense to TP53"	"WD40"	"215358.XP_010737064.1"	0
"ptg000023lG000667"	"ptg000023lG000667.mRNA1"	"GIGYF1"	"GRB10 interacting GYF protein 1"	"GYF"	"215358.XP_010737061.1"	1.53e-216
"ptg000023lG000668"	"ptg000023lG000668.mRNA1"	"GIGYF1"	"GRB10 interacting GYF protein 1"	"GYF"	"215358.XP_010737061.1"	0
"ptg000023lG000670"	"ptg000023lG000670.mRNA1"	"-"	"Endonuclease domain containing 1"	"Endonuclease_NS"	"215358.XP_010746585.1"	7.41e-225
"ptg000023lG000671"	"ptg000023lG000671.mRNA1"	"-"	"Endonuclease domain-containing 1 protein-like"	"Endonuclease_NS"	"215358.XP_010746584.1"	5.85e-216
"ptg000023lG000672"	"ptg000023lG000672.mRNA1"	"-"	"Endonuclease domain containing 1"	"Endonuclease_NS"	"215358.XP_010746583.1"	9.01e-227
"ptg000023lG000673"	"ptg000023lG000673.mRNA1"	"UFSP1"	"UFM1-specific peptidase 1 (non-functional)"	"Peptidase_C78"	"215358.XP_010746580.1"	2.95e-190
"ptg000023lG000674"	"ptg000023lG000674.mRNA1"	"-"	"Zona pellucida sperm-binding protein 3-like"	"Zona_pellucida"	"69293.ENSGACP00000011741"	4.19e-13
"ptg000023lG000675"	"ptg000023lG000675.mRNA1"	"EPO"	"Erythropoietin is the principal hormone involved in the regulation of erythrocyte differentiation and the maintenance of a physiological level of circulating erythrocyte mass"	"EPO_TPO"	"215358.XP_010746579.1"	1.17e-110
"ptg000023lG000676"	"ptg000023lG000676.mRNA1"	"POP7"	"Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of RNase MRP complex, which cleaves pre-rRNA sequences"	"Rpp20"	"215358.XP_010746578.1"	3.73e-104
"ptg000023lG000677"	"ptg000023lG000677.mRNA1"	"-"	"Up-regulator of cell"	"Dynamin_N,RHD3,fn3"	"32507.XP_006807255.1"	0
"ptg000023lG000678"	"ptg000023lG000678.mRNA1"	"-"	"Up-regulator of cell"	"Dynamin_N,RHD3,fn3"	"32507.XP_006807255.1"	0
"ptg000023lG000680"	"ptg000023lG000680.mRNA1"	"-"	"Up-regulator of cell"	"Dynamin_N,RHD3,fn3"	"32507.XP_006807255.1"	0
"ptg000023lG000681"	"ptg000023lG000681.mRNA1"	"NLGN2"	"Neuroligin 2a"	"COesterase"	"215358.XP_010746570.1"	0
"ptg000023lG000682"	"ptg000023lG000682.mRNA1"	"NLGN2"	"Neuroligin 2a"	"COesterase"	"215358.XP_010746570.1"	3.62e-114
"ptg000023lG000685"	"ptg000023lG000685.mRNA1"	"TMEM102"	"Transmembrane protein 102"	"Mab-21"	"144197.XP_008281559.1"	0
"ptg000023lG000686"	"ptg000023lG000686.mRNA1"	"FGF11"	"fibroblast growth factor"	"FGF"	"215358.XP_010744043.1"	1.38e-33
"ptg000023lG000687"	"ptg000023lG000687.mRNA1"	"FGF11"	"fibroblast growth factor"	"FGF"	"215358.XP_010744043.1"	2.41e-128
"ptg000023lG000688"	"ptg000023lG000688.mRNA1"	"CHRNB1"	"Cholinergic receptor, nicotinic, beta 1 (muscle)"	"Neur_chan_LBD,Neur_chan_memb"	"215358.XP_010744042.1"	0
"ptg000023lG000689"	"ptg000023lG000689.mRNA1"	"CHRNB1"	"Cholinergic receptor, nicotinic, beta 1 (muscle) like"	"Neur_chan_LBD,Neur_chan_memb"	"215358.XP_010744041.1"	0
"ptg000023lG000690"	"ptg000023lG000690.mRNA1"	"CLDN7"	"Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity"	"PMP22_Claudin"	"215358.XP_010744040.1"	3.3e-151
"ptg000023lG000691"	"ptg000023lG000691.mRNA1"	"-"	"-"	"CaM-KIIN"	"8081.XP_008433820.1"	3.6e-51
"ptg000023lG000692"	"ptg000023lG000692.mRNA1"	"-"	"PLAC8 family"	"PLAC8"	"106582.XP_004571069.1"	5.88e-54
"ptg000023lG000693"	"ptg000023lG000693.mRNA1"	"PLAC8"	"PLAC8 family"	"PLAC8"	"215358.XP_010751573.1"	3.85e-94
"ptg000023lG000694"	"ptg000023lG000694.mRNA1"	"UGT2A3"	"UDP glucuronosyltransferase 5 family, polypeptide G1"	"UDPGT"	"69293.ENSGACP00000026366"	0
"ptg000023lG000695"	"ptg000023lG000695.mRNA1"	"-"	"G-protein coupled receptor"	"7tm_1"	"31033.ENSTRUP00000014099"	2.79e-205
"ptg000023lG000696"	"ptg000023lG000696.mRNA1"	"PTGDR2"	"Prostaglandin D2 receptor"	"7tm_1"	"215358.XP_010751578.1"	1.43e-271
"ptg000023lG000697"	"ptg000023lG000697.mRNA1"	"SIRPD"	"Novel immune-type receptor"	"V-set"	"215358.XP_010751579.1"	1.3e-114
"ptg000023lG000698"	"ptg000023lG000698.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010751577.1"	6.34e-46
"ptg000023lG000699"	"ptg000023lG000699.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"144197.XP_008285407.1"	1.5e-22
"ptg000023lG000700"	"ptg000023lG000700.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010751577.1"	1.72e-31
"ptg000023lG000701"	"ptg000023lG000701.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010753983.1"	3.7e-42
"ptg000023lG000702"	"ptg000023lG000702.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010753523.1"	7.5e-40
"ptg000023lG000703"	"ptg000023lG000703.mRNA1"	"-"	"-"	"Dimer_Tnp_hAT"	"13735.ENSPSIP00000000214"	1.49e-11
"ptg000023lG000704"	"ptg000023lG000704.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010753521.1"	1.11e-59
"ptg000023lG000706"	"ptg000023lG000706.mRNA1"	"-"	"Immunoglobulin V-set domain"	"V-set"	"215358.XP_010754563.1"	7.67e-10
"ptg000023lG000708"	"ptg000023lG000708.mRNA1"	"-"	"RNA binding motif protein 4.3"	"RRM_1"	"215358.XP_010735569.1"	5.06e-238
"ptg000023lG000709"	"ptg000023lG000709.mRNA1"	"TIFA"	"TRAF-interacting protein with"	"FHA"	"215358.XP_010735570.1"	9.58e-138
"ptg000023lG000710"	"ptg000023lG000710.mRNA1"	"-"	"RNA binding motif protein 4.3"	"RRM_1"	"215358.XP_010735571.1"	5.27e-237
"ptg000023lG000711"	"ptg000023lG000711.mRNA1"	"FXR2"	"Fragile X mental retardation"	"Agenet,FXMRP1_C_core,FXR_C1,KH_1"	"215358.XP_010735574.1"	0
"ptg000023lG000712"	"ptg000023lG000712.mRNA1"	"HAUS4"	"HAUS augmin-like complex subunit"	"HAUS4"	"215358.XP_010735575.1"	1.4e-232
"ptg000023lG000713"	"ptg000023lG000713.mRNA1"	"DOCK11"	"dedicator of cytokinesis"	"DHR-2,DOCK-C2,DUF3398,PH"	"215358.XP_010735577.1"	0
"ptg000023lG000714"	"ptg000023lG000714.mRNA1"	"-"	"Interleukin 13 receptor, alpha 1"	"-"	"215358.XP_010735578.1"	1.06e-301
"ptg000023lG000715"	"ptg000023lG000715.mRNA1"	"-"	"Interleukin 13 receptor, alpha 1"	"IL6Ra-bind"	"215358.XP_010735579.1"	8.93e-241
"ptg000023lG000716"	"ptg000023lG000716.mRNA1"	"KIRREL"	"Kin of IRRE like"	"C2-set_2,I-set,Ig_2,Ig_3,ig"	"215358.XP_010735581.1"	1.47e-87
"ptg000023lG000717"	"ptg000023lG000717.mRNA1"	"NDUFS2"	"NADH dehydrogenase (ubiquinone) Fe-S protein 2"	"Complex1_49kDa"	"215358.XP_010735582.1"	1.5e-303
